city_name,seismic_level,risk_percent
St. Louis,4,84.95
Long Beach,5,78.30
Riverside,2,67.96
Saint Paul,4,36.12
Lexington,3,21.29
Plano,3,82.63
Austin,2,
Orlando,3,40.45
Colorado Springs,3,39.86
Newark,4,23.10
Omaha,3,58.51
Sacramento,4,25.05
Miami,5,50.76
Pittsburgh,1,66.82
Nashville,2,88.03
Irvine,2,27.14
Cleveland,4,58.42
San Diego,4,90.15
Anaheim,1,50.16
Plano,1,90.79
Bakersfield,3,28.76
Colorado Springs,5,
St. Louis,4,87.78
Arlington,4,17.38
Plano,5,39.74
Aurora,1,86.10
Raleigh,3,24.04
Portland,5,69.44
El Paso,2,86.49
Charlotte,2,99.74
Wichita,1,66.24
Anchorage,2,93.47
Long Beach,4,86.08
St. Petersburg,4,24.54
Boston,3,30.44
Laredo,4,87.80
Laredo,5,
Minneapolis,3,
Detroit,4,99.34
Toledo,2,54.71
Philadelphia,3,29.62
Tampa,3,41.49
San Diego,2,76.50
Santa Ana,3,16.21
San Jose,5,20.59
Bakersfield,1,30.35
Houston,2,41.90
Denver,2,47.09
Colorado Springs,2,65.37
Colorado Springs,1,40.62
Columbus,3,33.03
Laredo,3,30.07
Virginia Beach,3,96.42
Seattle,2,33.10
Boston,2,76.00
Chicago,4,55.31
San Antonio,3,13.62
Durham,2,97.31
Fresno,3,26.59
Tulsa,2,30.72
Newark,3,58.20
Raleigh,3,90.22
Cincinnati,4,39.62
Durham,1,98.82
Austin,5,49.73
Nashville,3,45.98
Phoenix,4,
Chicago,3,51.58
Colorado Springs,5,61.05
Indianapolis,1,31.66
Mesa,4,
Phoenix,3,97.54
Plano,5,67.79
New Orleans,5,13.07
Jersey City,5,94.87
Miami,4,64.96
Jacksonville,4,51.27
Durham,1,
Las Vegas,2,21.64
Minneapolis,5,29.46
San Diego,4,51.94
Mesa,4,64.26
Baltimore,2,46.10
Anaheim,5,27.26
Orlando,3,53.57
Laredo,1,36.69
Albuquerque,4,18.48
Lincoln,5,92.38
Oakland,5,
St. Petersburg,4,
Greensboro,5,62.45
San Antonio,4,77.03
Anaheim,4,60.13
Seattle,5,57.56
San Antonio,1,55.84
Oklahoma City,2,60.37
Toledo,3,81.95
Pittsburgh,1,86.56
Lincoln,3,97.97
Portland,2,13.44
Miami,4,20.71
Washington,2,41.20
Saint Paul,4,37.33
Anaheim,4,98.16
Kansas City,2,94.16
Denver,3,10.19
Cincinnati,2,49.34
Orlando,1,33.59
Atlanta,1,49.73
San Antonio,1,12.21
New Orleans,3,
Detroit,3,66.56
Milwaukee,4,57.51
Jacksonville,5,55.09
Omaha,3,83.87
Mesa,4,24.82
Irvine,1,82.20
Miami,4,42.51
Arlington,3,37.97
Charlotte,1,12.44
Riverside,4,50.05
Oklahoma City,5,65.17
New Orleans,3,37.40
Portland,1,97.29
Houston,1,48.98
Laredo,3,32.63
Laredo,1,12.79
Houston,2,37.97
Cincinnati,1,16.96
Tulsa,2,89.54
New York,5,76.38
Wichita,2,95.54
San Antonio,3,33.56
Baltimore,2,49.47
San Diego,4,12.39
Oklahoma City,3,48.24
St. Louis,4,66.05
Oklahoma City,1,93.11
Lexington,5,25.38
Tucson,4,12.18
Philadelphia,3,72.08
Aurora,4,41.03
Toledo,4,50.63
Virginia Beach,1,
Detroit,4,90.04
Wichita,4,56.84
Houston,1,15.30
Tampa,5,52.01
Bakersfield,4,17.88
Miami,2,74.17
Milwaukee,2,89.03
Honolulu,4,
Baltimore,4,18.61
Mesa,3,74.14
Fort Worth,1,68.63
Cleveland,5,54.23
St. Louis,1,93.64
Honolulu,3,
Riverside,5,71.43
Honolulu,2,86.98
Greensboro,2,28.07
San Francisco,3,97.85
El Paso,1,94.31
Austin,3,81.16
Oakland,5,17.66
San Antonio,5,79.19
Milwaukee,4,23.94
Memphis,4,27.44
Baltimore,4,33.55
Memphis,3,97.93
Plano,4,69.44
New York,5,62.01
Mesa,1,22.45
Toledo,3,43.40
Greensboro,1,25.46
St. Louis,3,
Omaha,3,59.11
Las Vegas,5,28.32
Baltimore,1,
Memphis,3,38.78
Memphis,1,
Lincoln,3,50.28
Cleveland,5,25.43
Virginia Beach,2,60.09
Tampa,4,84.53
Orlando,3,16.31
Charlotte,4,67.52
Houston,3,
Plano,2,88.99
El Paso,1,25.06
Portland,2,18.68
Milwaukee,2,16.45
Columbus,2,36.69
Baltimore,1,68.66
Indianapolis,5,67.79
Phoenix,3,71.06
St. Louis,4,79.56
Louisville,5,39.18
Tampa,5,61.02
San Diego,3,55.64
Sacramento,5,86.58
Jacksonville,1,35.75
Tulsa,1,31.28
Lexington,2,15.07
Phoenix,5,72.60
Minneapolis,3,17.16
Houston,2,50.16
Sacramento,3,71.57
Colorado Springs,4,43.29
Los Angeles,3,24.56
Long Beach,4,24.07
Newark,5,90.07
Dallas,1,
Aurora,3,90.22
Arlington,4,69.85
Irvine,1,23.01
St. Petersburg,2,35.16
Durham,2,16.20
St. Petersburg,4,12.38
Austin,1,10.23
Boston,4,43.86
Tampa,3,38.00
Anaheim,1,72.87
Chicago,1,58.40
Henderson,4,88.91
Albuquerque,4,19.87
Phoenix,4,44.69
Raleigh,3,78.16
Jersey City,1,77.37
Mesa,5,46.61
Tulsa,5,85.11
Miami,3,63.99
Orlando,4,73.94
Los Angeles,3,29.36
Cleveland,1,12.53
Lexington,2,98.92
Colorado Springs,5,21.97
Indianapolis,2,57.36
Minneapolis,1,51.62
Irvine,2,15.79
Mesa,2,87.90
Columbus,2,81.70
Chula Vista,4,89.48
Chicago,4,67.10
Oakland,4,86.41
Indianapolis,4,31.27
New Orleans,4,
Irvine,2,64.90
Fort Worth,3,33.21
Houston,5,15.27
Mesa,5,
Miami,2,35.69
San Francisco,2,
Cincinnati,2,45.91
Denver,1,98.45
El Paso,3,99.43
Memphis,2,90.26
Cleveland,4,49.68
Laredo,5,54.80
Detroit,1,19.25
San Antonio,4,61.03
Baltimore,5,21.88
Oakland,3,15.36
Jacksonville,4,74.91
El Paso,5,56.23
Corpus Christi,2,56.58
Raleigh,5,73.43
Raleigh,4,13.73
San Antonio,4,91.51
Mesa,4,93.15
Jersey City,2,19.53
Washington,3,21.79
Los Angeles,3,35.83
Mesa,2,
Las Vegas,3,56.51
Memphis,4,66.02
Charlotte,4,77.72
Tucson,5,
Saint Paul,3,21.86
Tucson,2,66.67
Wichita,5,49.41
San Francisco,2,67.94
Phoenix,1,
Milwaukee,4,
Denver,1,79.76
Omaha,4,36.23
San Jose,4,66.01
Charlotte,5,50.35
Baltimore,2,54.12
Omaha,3,
Oakland,2,64.44
Anchorage,2,31.36
Atlanta,1,13.29
Long Beach,3,34.41
Tampa,4,60.91
Chicago,2,92.13
Austin,4,96.52
Jersey City,1,99.71
New Orleans,3,26.51
Sacramento,4,65.09
Anchorage,5,38.15
Miami,1,10.19
Plano,2,40.02
San Diego,3,42.85
Memphis,1,81.08
Las Vegas,5,23.35
Saint Paul,3,87.36
Pittsburgh,5,60.47
Milwaukee,1,64.59
Lincoln,1,70.71
New Orleans,4,27.56
Toledo,2,94.63
Orlando,4,39.31
Honolulu,4,25.08
Raleigh,4,21.94
Irvine,4,19.56
Chula Vista,2,48.20
Detroit,2,39.32
Baltimore,2,
Tampa,4,12.95
Austin,2,19.09
Detroit,4,81.44
Philadelphia,5,38.55
Virginia Beach,5,14.11
Houston,1,
Cleveland,4,51.62
Cleveland,2,
Chicago,5,57.72
Memphis,5,51.94
Stockton,4,
Nashville,2,78.71
Tampa,3,15.28
Stockton,5,85.22
Austin,5,62.84
Arlington,5,45.38
Albuquerque,5,41.15
Riverside,1,10.40
Jacksonville,1,29.87
Houston,4,66.21
Austin,1,26.69
Henderson,2,94.84
Long Beach,4,87.88
Arlington,1,67.78
Greensboro,5,16.18
San Jose,2,50.66
Saint Paul,2,71.71
Atlanta,3,
Laredo,5,65.44
St. Louis,5,74.98
Henderson,5,62.33
Albuquerque,1,
Columbus,5,59.78
Tampa,3,65.66
Philadelphia,3,
Jersey City,2,83.54
Fort Worth,3,
Minneapolis,5,
Newark,1,
San Diego,5,
Plano,3,98.78
Seattle,4,78.95
Anaheim,4,55.12
Louisville,2,18.39
Washington,2,
Albuquerque,1,60.67
Toledo,2,89.36
Cleveland,5,62.96
Oakland,4,19.92
Raleigh,4,31.07
Cleveland,3,25.39
Colorado Springs,4,99.13
San Diego,4,38.57
Columbus,2,56.54
Plano,1,69.23
Jacksonville,5,45.38
Memphis,5,75.57
Newark,2,23.70
Cincinnati,1,89.56
Raleigh,3,99.91
Boston,4,
Mesa,3,29.70
Kansas City,3,45.04
Aurora,5,23.64
Corpus Christi,5,65.16
Louisville,4,96.97
Oklahoma City,1,59.35
Fort Wayne,1,99.32
San Diego,4,87.99
Austin,3,70.87
Cincinnati,5,77.78
Toledo,5,29.02
San Francisco,5,86.26
Oakland,5,91.10
Albuquerque,1,38.51
Milwaukee,4,99.51
St. Petersburg,5,11.36
Chula Vista,2,
San Jose,3,
St. Petersburg,4,79.85
New York,2,11.12
Kansas City,3,23.77
Detroit,5,93.07
Mesa,3,42.53
Tampa,2,94.76
Atlanta,3,61.46
Jacksonville,2,
Long Beach,3,88.21
Pittsburgh,3,74.47
Phoenix,2,79.49
Jacksonville,3,25.62
Indianapolis,4,34.99
Jersey City,4,22.33
Tampa,5,35.73
Milwaukee,3,70.72
Albuquerque,3,80.51
Mesa,2,37.12
San Jose,1,79.79
Baltimore,4,46.77
Indianapolis,5,47.03
Lexington,2,51.90
Orlando,1,89.69
Cleveland,3,29.56
Charlotte,3,50.59
San Jose,1,43.91
Chula Vista,5,65.91
Seattle,3,22.96
Louisville,3,79.34
Albuquerque,5,96.67
Fort Wayne,4,83.40
Seattle,4,21.01
Anchorage,2,42.76
Toledo,5,69.68
Anchorage,1,
Mesa,3,30.09
Tucson,2,80.52
Tampa,3,68.71
Miami,5,43.81
Nashville,2,53.46
Chula Vista,1,80.69
Orlando,3,
Dallas,3,93.17
Bakersfield,1,85.26
Corpus Christi,3,28.89
Phoenix,5,64.88
Fort Wayne,3,48.99
San Jose,2,17.18
Fort Wayne,4,30.42
Long Beach,3,91.03
Toledo,5,69.83
Charlotte,4,11.07
Minneapolis,3,35.93
Stockton,5,70.36
Long Beach,1,
Houston,2,42.79
San Antonio,5,72.70
Atlanta,2,45.16
San Diego,1,76.16
Santa Ana,5,29.75
Washington,5,90.68
Portland,1,67.23
Miami,2,87.81
Riverside,4,37.08
Virginia Beach,3,46.49
Detroit,4,83.65
San Antonio,4,34.93
Kansas City,1,90.75
Indianapolis,4,19.61
Cleveland,3,46.91
San Francisco,1,29.98
Cleveland,4,17.46
Long Beach,5,98.28
Memphis,5,
Anchorage,4,38.32
Raleigh,2,53.38
Nashville,1,
San Francisco,3,21.99
Laredo,5,33.71
Miami,4,99.96
Lexington,2,41.91
Tampa,3,80.22
Pittsburgh,1,
Milwaukee,4,68.64
Oklahoma City,3,
Aurora,3,22.69
Memphis,4,72.87
San Jose,1,99.84
Lexington,2,45.28
Honolulu,1,40.77
Fort Wayne,1,90.31
Nashville,5,90.85
Saint Paul,4,16.76
Tampa,1,78.34
Jersey City,3,52.87
Phoenix,3,42.01
Anaheim,2,99.19
St. Petersburg,2,29.03
Columbus,3,35.29
Oklahoma City,5,28.35
Pittsburgh,5,70.71
Anchorage,5,10.06
New Orleans,1,63.14
Wichita,1,20.79
Saint Paul,5,88.86
Colorado Springs,5,42.07
Miami,3,51.34
Indianapolis,1,51.49
Orlando,2,14.51
Orlando,4,58.93
St. Louis,1,36.39
Arlington,2,91.30
Bakersfield,2,18.67
Bakersfield,1,11.89
San Jose,3,56.93
Chicago,5,28.13
Chicago,5,57.05
Arlington,3,23.42
Seattle,5,37.81
Boston,5,14.97
Louisville,1,41.22
Chicago,3,92.57
Wichita,4,
Houston,3,82.21
Tampa,3,64.03
Corpus Christi,1,43.87
Oakland,5,54.56
Omaha,1,28.31
Austin,4,
Omaha,3,79.12
Santa Ana,3,92.31
Houston,4,15.10
Portland,4,35.76
Pittsburgh,3,
Washington,3,36.78
Anaheim,3,87.00
Lexington,3,57.45
Houston,3,27.34
Plano,2,55.28
Baltimore,4,50.56
Santa Ana,3,45.03
Wichita,2,36.68
Dallas,5,84.63
Colorado Springs,4,37.31
Anchorage,3,11.33
Cincinnati,1,
Tampa,2,50.00
Los Angeles,3,37.12
Dallas,1,93.32
Orlando,2,20.08
Toledo,3,46.10
Santa Ana,2,87.88
Jersey City,1,88.87
Wichita,4,65.76
Boston,2,38.82
Virginia Beach,5,16.33
Nashville,3,24.50
Boston,4,95.21
Sacramento,3,33.10
Austin,4,
Colorado Springs,4,98.96
Cleveland,5,15.16
Los Angeles,5,65.83
Kansas City,2,79.88
Chula Vista,4,97.79
Sacramento,2,14.31
Fort Worth,2,98.93
Jacksonville,4,63.12
Mesa,3,12.42
Colorado Springs,4,15.28
Tucson,5,57.65
Sacramento,2,53.97
San Diego,5,77.33
Milwaukee,1,86.21
Santa Ana,4,47.62
Baltimore,2,64.93
Anaheim,3,
Minneapolis,3,72.09
Tampa,1,63.15
Chicago,3,
San Francisco,5,59.82
Riverside,2,53.30
Dallas,4,79.48
Detroit,5,
Minneapolis,5,29.70
St. Petersburg,5,69.67
Cleveland,4,35.18
Lexington,4,10.43
St. Petersburg,5,85.07
Miami,3,70.60
Virginia Beach,3,
Aurora,1,54.66
Kansas City,1,80.28
Anchorage,3,95.45
Laredo,4,54.75
Riverside,1,88.13
Omaha,5,86.04
Newark,4,49.57
Los Angeles,1,73.44
Chicago,3,76.86
Honolulu,2,51.14
Fresno,4,83.01
Washington,2,44.20
Louisville,1,71.82
Cleveland,3,
Toledo,3,24.01
Colorado Springs,3,68.02
Honolulu,2,68.66
St. Louis,4,45.59
Toledo,1,58.40
Stockton,4,85.02
Dallas,4,19.97
Cleveland,1,
Omaha,3,13.88
Denver,1,79.89
Bakersfield,4,46.72
Philadelphia,1,17.72
St. Petersburg,5,
Philadelphia,2,
Los Angeles,4,
Los Angeles,2,
Bakersfield,4,23.19
Cleveland,2,45.19
Riverside,1,58.25
Chula Vista,3,65.50
Lexington,2,12.41
Long Beach,2,12.01
Long Beach,2,
Los Angeles,3,50.98
Boston,1,46.45
Arlington,1,49.27
Houston,2,56.51
Nashville,2,38.07
Anaheim,3,96.89
Tampa,4,15.34
Cleveland,4,20.36
Seattle,1,26.35
Nashville,2,49.62
Saint Paul,2,11.81
St. Petersburg,5,68.09
Minneapolis,3,83.15
Arlington,5,12.11
Charlotte,3,46.54
Nashville,1,
Toledo,3,83.65
Philadelphia,3,47.43
Sacramento,2,99.09
Indianapolis,5,26.37
Tampa,2,
Corpus Christi,1,31.42
Los Angeles,5,65.56
Seattle,1,65.24
Denver,2,27.68
Virginia Beach,3,60.57
Irvine,4,63.59
Cleveland,2,91.55
Philadelphia,5,76.09
San Antonio,3,72.29
Corpus Christi,2,94.17
Stockton,1,20.77
Detroit,4,29.37
Portland,2,54.60
Pittsburgh,4,84.64
Atlanta,2,58.03
Boston,2,11.58
Mesa,1,80.12
Santa Ana,1,
Colorado Springs,1,19.15
Denver,4,28.23
Los Angeles,2,91.29
Columbus,3,34.27
Phoenix,4,46.37
Anaheim,1,17.64
Indianapolis,5,55.13
Aurora,5,22.16
Santa Ana,4,74.72
Stockton,3,46.36
Washington,4,
Cincinnati,3,72.97
Saint Paul,1,80.85
Philadelphia,4,69.49
Seattle,5,
Louisville,3,93.69
New York,5,90.71
Las Vegas,1,67.79
Laredo,1,20.46
Raleigh,2,70.37
Cincinnati,3,30.38
Cincinnati,1,24.71
San Jose,3,81.39
Raleigh,1,31.83
Honolulu,1,
Tucson,1,32.70
Toledo,2,51.62
Columbus,4,
Greensboro,1,32.40
Saint Paul,5,28.30
Austin,4,18.21
Bakersfield,4,73.94
Plano,5,30.29
Chula Vista,3,75.85
Columbus,1,
San Diego,4,
St. Petersburg,4,88.71
Baltimore,5,62.85
Boston,4,68.68
Raleigh,1,
Irvine,3,63.60
Miami,1,73.07
New Orleans,1,88.37
Bakersfield,5,74.17
Fresno,3,60.18
Albuquerque,3,55.35
Greensboro,5,65.23
Omaha,4,88.23
Jersey City,3,86.83
Lexington,5,
St. Louis,3,18.30
Dallas,3,
Albuquerque,3,79.91
Wichita,1,61.95
Cincinnati,3,51.68
Omaha,4,12.87
Phoenix,2,50.57
Chicago,3,51.16
Nashville,4,58.12
Charlotte,1,47.03
Columbus,1,23.46
Arlington,5,
Albuquerque,3,92.86
Portland,1,81.92
Albuquerque,4,32.82
Chicago,3,86.20
Albuquerque,4,74.82
Arlington,5,10.98
Arlington,1,80.40
Plano,2,91.95
Raleigh,2,41.20
Colorado Springs,3,84.63
Philadelphia,3,23.00
Memphis,1,63.68
St. Petersburg,2,
St. Petersburg,1,56.69
Washington,1,10.93
Riverside,3,47.97
Cincinnati,1,44.07
Fresno,2,62.59
Lexington,4,47.93
New York,1,27.97
Sacramento,3,46.97
Honolulu,5,56.10
Laredo,1,97.38
Newark,3,
Honolulu,3,55.95
Detroit,3,19.90
Santa Ana,5,87.96
Cincinnati,3,12.71
Charlotte,2,17.66
Tampa,2,78.71
Memphis,3,44.03
Arlington,1,90.49
Anaheim,2,66.17
New Orleans,5,12.65
Detroit,1,54.79
Baltimore,3,96.15
Minneapolis,5,45.34
Tucson,1,48.62
Seattle,5,53.35
Oklahoma City,1,
Laredo,2,54.33
Seattle,5,
Chula Vista,4,
Durham,5,71.11
Austin,5,
San Francisco,4,10.85
Detroit,5,
Omaha,4,35.09
San Jose,4,
Omaha,3,
Lincoln,2,25.24
Atlanta,4,56.12
Plano,3,
Milwaukee,4,84.76
Toledo,5,10.45
Virginia Beach,4,46.53
Kansas City,5,41.37
New Orleans,1,25.39
Aurora,3,59.48
Oklahoma City,4,17.77
Virginia Beach,3,
Las Vegas,3,
Detroit,2,83.35
Houston,4,12.39
El Paso,1,55.22
Tucson,2,22.10
Pittsburgh,2,85.72
Bakersfield,5,39.48
Charlotte,5,67.49
Anaheim,5,67.00
Portland,4,50.45
Las Vegas,4,16.00
Cleveland,4,21.45
Indianapolis,5,49.64
Bakersfield,5,73.01
Stockton,3,63.84
San Jose,4,70.02
Orlando,5,97.42
Greensboro,4,24.43
Houston,4,50.59
Detroit,3,
Raleigh,4,41.25
Indianapolis,2,85.16
Irvine,3,
Newark,2,88.72
Philadelphia,4,18.91
Durham,4,76.78
San Jose,4,13.23
Seattle,1,25.08
Pittsburgh,1,43.58
Tulsa,3,19.68
Toledo,5,
Columbus,1,42.56
Louisville,5,23.98
Aurora,2,98.86
San Francisco,2,90.57
Honolulu,5,
Tucson,2,
New Orleans,2,74.39
Baltimore,3,34.45
New Orleans,1,
Oakland,1,74.17
Milwaukee,1,87.92
Virginia Beach,4,89.66
Raleigh,5,38.52
Cleveland,1,29.10
Lincoln,2,22.12
Sacramento,3,
Mesa,2,26.11
Chicago,3,38.00
Memphis,5,
Indianapolis,5,61.39
Boston,1,77.47
Columbus,4,27.24
Portland,4,19.06
Corpus Christi,1,56.52
Santa Ana,4,66.77
Greensboro,3,47.15
Chicago,5,33.28
Lincoln,1,35.51
Chicago,3,
Indianapolis,1,98.11
New Orleans,1,47.08
Phoenix,5,38.24
Milwaukee,1,35.82
Tampa,5,
Minneapolis,2,82.60
Santa Ana,2,56.43
Oklahoma City,4,14.36
Las Vegas,1,23.86
Riverside,3,83.82
Fresno,4,49.15
Austin,4,73.37
Colorado Springs,5,43.59
Albuquerque,3,23.09
Cleveland,1,74.41
Fort Wayne,5,50.16
Washington,2,73.31
Dallas,5,59.92
Durham,2,40.15
Charlotte,3,31.24
Jersey City,3,54.78
Bakersfield,5,18.48
Henderson,5,
Stockton,4,
Mesa,4,99.14
Greensboro,2,
Tucson,4,
Columbus,1,
St. Louis,3,72.86
Detroit,4,28.32
Toledo,2,41.72
Fort Worth,2,74.20
Wichita,2,50.63
Louisville,3,58.22
Long Beach,5,37.59
Portland,5,92.37
Denver,3,31.72
Kansas City,2,34.18
Oklahoma City,5,80.87
Cleveland,2,18.64
Wichita,3,94.52
Newark,1,
Albuquerque,2,32.20
Las Vegas,1,86.10
Anchorage,5,39.39
Omaha,1,44.04
Lexington,3,26.75
Durham,4,64.12
Lexington,2,31.77
Milwaukee,3,93.72
Sacramento,4,15.09
Colorado Springs,3,13.02
Jacksonville,2,40.51
El Paso,4,22.65
Toledo,1,72.98
Lincoln,5,
Wichita,1,13.98
Kansas City,1,30.30
Toledo,3,35.34
Nashville,2,22.75
Long Beach,2,19.08
Irvine,2,
Memphis,3,77.87
San Diego,4,84.57
Fort Worth,4,89.29
Philadelphia,2,63.45
Corpus Christi,4,89.50
Philadelphia,2,14.63
Austin,5,45.24
Cincinnati,1,39.36
Mesa,5,58.76
Houston,4,65.45
Albuquerque,2,36.04
Miami,5,66.47
Greensboro,3,86.55
Milwaukee,4,
Raleigh,1,18.13
Atlanta,4,47.33
Arlington,4,27.81
Stockton,2,49.61
Washington,5,59.82
Virginia Beach,5,88.28
Riverside,2,88.08
Chicago,5,48.09
Jacksonville,5,31.30
Corpus Christi,1,57.03
San Jose,5,71.43
Anaheim,5,77.86
Houston,1,77.30
Baltimore,2,23.79
Irvine,4,80.66
Austin,2,19.40
Tampa,2,89.33
Wichita,3,45.48
Miami,2,66.62
Philadelphia,1,92.65
Austin,1,45.58
Denver,3,54.62
Greensboro,5,31.43
Seattle,5,43.70
Chicago,5,77.23
Virginia Beach,5,83.42
San Francisco,4,
Tampa,4,20.40
Louisville,3,16.47
Anaheim,1,50.44
Corpus Christi,2,62.67
Oakland,2,93.12
Laredo,2,26.02
Stockton,2,19.36
Columbus,5,83.88
Tucson,3,
Fort Worth,5,73.28
Toledo,3,36.84
Tampa,1,74.43
Toledo,2,98.73
Cleveland,5,87.14
Boston,4,68.29
Las Vegas,1,50.45
Washington,1,36.95
Indianapolis,1,38.54
Virginia Beach,5,11.65
San Jose,3,91.12
Louisville,5,61.40
Colorado Springs,5,25.95
Kansas City,3,71.72
Oakland,3,98.78
Aurora,2,15.63
Santa Ana,5,56.15
Riverside,4,50.80
Orlando,2,57.77
Fort Wayne,3,34.91
San Antonio,2,41.65
New York,1,50.78
Arlington,4,
Boston,5,96.14
Detroit,4,84.84
Tucson,1,17.32
Pittsburgh,2,55.13
Newark,4,59.32
Oakland,1,39.15
Tulsa,3,74.93
Minneapolis,2,52.79
Detroit,5,59.17
Aurora,2,57.52
Dallas,3,16.45
Albuquerque,5,
Boston,4,26.88
Phoenix,4,
Jersey City,5,44.27
Kansas City,4,51.48
Omaha,1,96.35
Jacksonville,1,15.99
Tampa,5,44.61
Nashville,2,52.70
Jersey City,1,10.25
Lexington,5,88.15
El Paso,1,85.53
Honolulu,5,
Arlington,5,
Bakersfield,2,93.63
San Jose,5,88.16
Seattle,4,53.59
Saint Paul,3,80.72
Pittsburgh,4,14.87
Las Vegas,4,
Arlington,4,79.09
Memphis,3,16.53
Chula Vista,2,82.18
Sacramento,1,99.85
Pittsburgh,5,25.79
Durham,4,22.78
Nashville,5,83.55
Cleveland,5,33.23
Tampa,3,75.26
Toledo,2,
Indianapolis,3,38.10
Arlington,3,36.69
Seattle,2,34.12
Columbus,3,
Toledo,2,53.32
Fort Worth,1,41.92
Cincinnati,4,38.68
Fort Wayne,2,53.09
San Francisco,1,80.20
Long Beach,2,26.32
Saint Paul,1,10.49
Atlanta,1,81.18
Atlanta,1,62.56
San Francisco,3,81.50
Detroit,1,
Cleveland,4,13.97
Louisville,1,51.76
Sacramento,4,26.57
Fresno,4,70.79
Indianapolis,2,
Oakland,5,21.37
St. Louis,3,77.54
Washington,1,67.41
Kansas City,1,59.34
Baltimore,5,
Columbus,5,
Bakersfield,1,41.99
Los Angeles,5,67.85
Riverside,5,19.42
Jersey City,5,50.83
Atlanta,2,49.78
Lincoln,4,25.02
Albuquerque,1,35.26
Denver,1,49.65
New Orleans,5,45.71
Colorado Springs,3,52.93
Indianapolis,2,89.76
Pittsburgh,4,12.31
Honolulu,5,79.67
Mesa,1,16.63
Anaheim,2,69.53
Wichita,5,42.20
Virginia Beach,2,54.27
Anaheim,1,63.97
Riverside,5,36.76
Seattle,1,76.93
Jacksonville,4,26.81
San Jose,4,67.34
Sacramento,1,99.41
Albuquerque,3,91.78
Fort Wayne,2,
Bakersfield,3,10.97
Pittsburgh,3,91.19
Tulsa,5,66.77
San Antonio,3,16.03
Bakersfield,2,62.08
Aurora,1,50.93
Atlanta,4,88.20
Fresno,4,98.88
Corpus Christi,2,
Orlando,1,38.71
Fresno,4,16.88
Indianapolis,4,78.80
Indianapolis,2,17.21
Las Vegas,2,77.37
New Orleans,2,
Pittsburgh,5,21.95
Stockton,5,81.78
Santa Ana,2,11.28
Mesa,4,
Long Beach,5,16.96
Corpus Christi,1,69.72
Memphis,1,69.14
Anchorage,4,55.59
Corpus Christi,4,71.97
Omaha,4,37.08
Sacramento,3,96.47
Washington,2,47.65
Durham,4,17.38
Lincoln,3,96.12
Durham,4,60.47
Louisville,4,72.23
Columbus,3,74.24
San Antonio,1,31.43
Miami,1,27.65
Newark,3,83.96
Orlando,5,65.12
Henderson,5,21.16
Wichita,4,30.57
Arlington,4,91.01
Jacksonville,5,17.55
Henderson,5,79.30
Jersey City,1,59.31
Oklahoma City,3,63.49
Tucson,5,28.53
Columbus,2,11.42
Fort Wayne,4,68.41
Albuquerque,5,60.32
Louisville,1,64.35
Oklahoma City,1,12.51
Greensboro,2,75.25
Irvine,3,
Riverside,5,
Louisville,5,23.23
Phoenix,1,46.17
Oakland,2,51.33
Orlando,3,21.75
Pittsburgh,5,10.73
Corpus Christi,4,11.54
Santa Ana,5,66.33
Orlando,2,72.73
Santa Ana,1,
St. Louis,1,89.48
Henderson,3,17.59
Santa Ana,4,
Oakland,3,68.31
Phoenix,4,52.29
Albuquerque,2,58.66
Laredo,3,38.24
Kansas City,4,24.36
New Orleans,1,46.90
Riverside,4,27.28
Sacramento,1,16.58
Louisville,2,61.66
Newark,2,24.16
Boston,1,68.38
Wichita,3,74.49
Minneapolis,2,99.35
Riverside,2,38.82
Washington,2,69.52
Long Beach,2,14.77
Long Beach,5,10.73
Plano,3,90.35
Wichita,2,
Denver,1,61.39
Santa Ana,2,76.81
Oklahoma City,4,79.02
Houston,1,36.12
Oklahoma City,1,15.47
Laredo,3,21.40
San Francisco,5,80.12
Aurora,2,69.98
Pittsburgh,5,26.98
Fort Worth,5,55.47
Newark,3,
Orlando,3,18.29
Atlanta,5,59.65
Honolulu,4,53.76
Fort Wayne,5,33.63
Anchorage,3,
Raleigh,2,38.26
Albuquerque,4,54.32
Phoenix,3,31.93
St. Louis,3,15.89
Riverside,5,18.47
Houston,2,89.34
Detroit,3,57.28
Cincinnati,3,47.62
Plano,3,57.52
Cleveland,1,95.84
Chicago,1,88.79
Durham,3,26.46
Wichita,1,48.12
Santa Ana,5,24.87
Dallas,4,89.51
Orlando,5,57.26
Lexington,5,36.75
Mesa,4,69.93
Plano,1,37.27
Phoenix,3,52.21
Memphis,3,55.72
Dallas,4,92.38
Plano,2,74.90
Aurora,4,52.99
Pittsburgh,5,90.77
Tampa,2,13.19
Bakersfield,5,92.38
Toledo,2,27.32
Sacramento,5,96.46
Pittsburgh,1,67.32
Nashville,1,91.01
Wichita,2,
Albuquerque,1,82.51
Wichita,1,
Omaha,2,68.51
Newark,2,95.76
San Diego,4,95.81
Detroit,4,90.84
Portland,1,72.91
Raleigh,5,40.81
Corpus Christi,3,15.53
Jacksonville,2,81.51
Boston,2,90.60
New Orleans,3,29.59
Minneapolis,5,10.29
Memphis,1,21.10
Austin,2,57.44
Fort Wayne,4,16.99
Cleveland,3,83.33
Omaha,3,42.88
Santa Ana,5,49.44
Jacksonville,1,95.88
Newark,3,97.29
Mesa,2,89.90
